dataset_name,algorithm,use_asymmetric_transformation,use_hnsw_pruning_rule_on_X,k,num_threads_build,num_threads_search,run_timestamp_utc,git_commit,git_dirty,hostname,hnsw_m,hnsw_ef_construction,hnsw_ef_search,hnsw_learn_insert_order,hnsw_num_learn_queries,roargraph_m_sq,roargraph_m_pjbp,roargraph_l_pjpq,roargraph_l_pq,roargraph_learn_neighbors_rows_hdf5,roargraph_learn_neighbors_cols_hdf5,roargraph_num_learn_queries,roargraph_learn_neighbors_k,roargraph_learn_query_source,roargraph_learn_query_sample_seed,roargraph_database_rows,roargraph_learn_neighbors_rows_actual,roargraph_learn_neighbors_dropped_rows,nsg_r,nsg_l,nsg_c,nsg_search_l,build_time_ms,rss_before_build_bytes,rss_after_build_bytes,rss_build_delta_bytes,index_size_bytes,recall_X_avg_at_k,recall_X_min,recall_X_p50,recall_X_p95,recall_X_p99,recall_X_std,recall_X_frac_at_0,recall_X_frac_at_1,recall_X_asymmetric_avg_at_k,recall_X_asymmetric_min,recall_X_asymmetric_p50,recall_X_asymmetric_p95,recall_X_asymmetric_p99,recall_X_asymmetric_std,recall_X_asymmetric_frac_at_0,recall_X_asymmetric_frac_at_1,num_queries,queries_per_sec,search_time_X_ms,top_candidates_avg_X,top_candidates_median_X,selected_neighbors_avg_X,selected_neighbors_median_X,degree_lowest_layer_avg_X,degree_lowest_layer_median_X,degree_lowest_layer_max_X,degree_avg_X,degree_median_X,degree_max_X,search_time_X_asymmetric_ms,top_candidates_avg_X_asymmetric,top_candidates_median_X_asymmetric,selected_neighbors_avg_X_asymmetric,selected_neighbors_median_X_asymmetric,degree_lowest_layer_avg_X_asymmetric,degree_lowest_layer_median_X_asymmetric,degree_lowest_layer_max_X_asymmetric,degree_avg_X_asymmetric,degree_median_X_asymmetric,degree_max_X_asymmetric
yi-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-26T20:09:31.769236+00:00,aeb1362,True,reference-machine,4,500,1000,none,0,,,,,,,,,,,,,,,,,,55515.46038221568,541282304,696979456,155697152,106440216,0.15780001878738403,0.0,0.10000000149011612,0.5,0.800000011920929,0.1818767786026001,0.351,0.003,,,,,,,,,1000,1072.2137564206096,932.6498508453369,397.8272630636679,500.0,3.99979619239438,4.0,4.113759895231656,4.0,8,5.442539780561426,4.0,33,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-26T20:10:57.055351+00:00,aeb1362,True,reference-machine,8,500,1000,none,0,,,,,,,,,,,,,,,,,,83056.30085105076,544645120,711700480,167055360,112170436,0.3564999997615814,0.0,0.30000001192092896,0.800000011920929,1.0,0.25872331857681274,0.111,0.017,,,,,,,,,1000,787.4950198399064,1269.8493003845215,494.03666408949914,500.0,7.999231507270407,8.0,8.372082004652821,8.0,16,9.51630350878127,8.0,48,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-26T20:12:58.419808+00:00,aeb1362,True,reference-machine,12,500,1000,none,0,,,,,,,,,,,,,,,,,,118737.13323799893,546738176,717438976,170700800,118096984,0.4580000042915344,0.0,0.4000000059604645,0.8999999761581421,1.0,0.2648320198059082,0.048,0.036,,,,,,,,,1000,653.5730903227395,1530.0507545471191,496.22189184438713,500.0,11.998403445043357,12.0,12.681649036695537,12.0,24,13.766097219486486,12.0,64,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-26T20:15:53.245927+00:00,aeb1362,True,reference-machine,16,500,1000,none,0,,,,,,,,,,,,,,,,,,171872.34707036987,548810752,723599360,174788608,124070820,0.5099000334739685,0.0,0.5,1.0,1.0,0.27758240699768066,0.041,0.052,,,,,,,,,1000,585.0007692049127,1709.3994617462158,497.05683684933217,500.0,15.997528398452129,16.0,17.03566808451739,16.0,32,18.094861134032143,16.0,80,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-26T20:21:46.365058+00:00,aeb1362,True,reference-machine,24,500,1000,none,0,,,,,,,,,,,,,,,,,,349561.56310392544,550887424,737157120,186269696,136053056,0.6126999258995056,0.0,0.6000000238418579,1.0,1.0,0.269793838262558,0.013,0.135,,,,,,,,,1000,505.7997544745683,1977.066993713379,497.85240863914566,500.0,23.99459415310951,24.0,25.806700276294563,24.0,48,26.835697896647734,24.0,110,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-26T20:36:46.647505+00:00,aeb1362,True,reference-machine,36,500,1000,none,0,,,,,,,,,,,,,,,,,,895722.5275258534,553009152,754806784,201797632,154075040,0.6812999844551086,0.0,0.699999988079071,1.0,1.0,0.2613050043582916,0.011,0.205,,,,,,,,,1000,411.97582110976515,2427.3269176483154,498.2786590825574,500.0,35.99003679914705,36.0,39.12549309795946,36.0,72,40.15466107334316,36.0,144,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-26T21:08:37.526296+00:00,aeb1362,True,reference-machine,48,500,1000,none,0,,,,,,,,,,,,,,,,,,1905540.4408797622,555102208,772640768,217538560,172107496,0.7266000509262085,0.0,0.800000011920929,1.0,1.0,0.2475731074810028,0.005,0.238,,,,,,,,,1000,369.2664403217474,2708.071708679199,498.45323696018096,500.0,47.98236517225745,48.0,52.578972865637795,48.0,96,53.614646273749884,48.0,192,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-26T22:19:02.481817+00:00,aeb1362,True,reference-machine,64,500,1000,none,0,,,,,,,,,,,,,,,,,,4218590.987476055,556216320,798150656,241934336,196138116,0.7715999484062195,0.0,0.800000011920929,1.0,1.0,0.23339545726776123,0.003,0.294,,,,,,,,,1000,321.1998925429131,3113.326072692871,498.55965312164324,500.0,63.96975556079541,64.0,70.69876439366918,64.0,128,71.71735970997057,64.0,232,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-27T02:08:21.859963+00:00,aeb1362,True,reference-machine,96,500,1000,none,0,,,,,,,,,,,,,,,,,,13750787.95040911,558198784,849096704,290897920,244207820,0.8172999620437622,0.10000000149011612,0.8999999761581421,1.0,1.0,0.21059608459472656,0.0,0.369,,,,,,,,,1000,256.3567464489157,3900.8140563964844,498.6363463939686,500.0,95.9449967598666,96.0,107.42183099716253,96.0,192,108.42019665358836,96.0,303,,,,,,,,,,,
llama-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-27T02:09:40.149759+00:00,aeb1362,True,reference-machine,4,500,1000,none,0,,,,,,,,,,,,,,,,,,72549.77353988215,733614080,953069568,219455488,145583316,0.09690000861883163,0.0,0.10000000149011612,0.30000001192092896,0.40100000590085894,0.11207315325737,0.435,0.0,,,,,,,,,1000,1201.599724975649,832.2238922119141,379.98874622025505,500.0,3.999851001358517,4.0,4.037859886891301,4.0,8,5.367007757248337,4.0,33,,,,,,,,,,,
llama-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-27T02:11:36.276235+00:00,aeb1362,True,reference-machine,8,500,1000,none,0,,,,,,,,,,,,,,,,,,113801.09152197838,730345472,959463424,229117952,153417556,0.19140000641345978,0.0,0.20000000298023224,0.5,0.6000000238418579,0.15088419616222382,0.175,0.0,,,,,,,,,1000,936.3408069226155,1067.9872035980225,481.97568020491303,500.0,7.999427769527365,8.0,8.128677686915433,8.0,16,9.27056955250836,8.0,47,,,,,,,,,,,
llama-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-27T02:14:26.028853+00:00,aeb1362,True,reference-machine,12,500,1000,none,0,,,,,,,,,,,,,,,,,,167062.83312942833,732413952,964517888,232103936,161526500,0.2546999752521515,0.0,0.20000000298023224,0.6000000238418579,0.699999988079071,0.16750496625900269,0.099,0.0,,,,,,,,,1000,801.7115702831611,1247.3313808441162,495.32132390474794,500.0,11.99882202176761,12.0,12.244736708949443,12.0,24,13.329505957084084,12.0,60,,,,,,,,,,,
llama-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-27T02:18:35.779740+00:00,aeb1362,True,reference-machine,16,500,1000,none,0,,,,,,,,,,,,,,,,,,246747.8532558307,735514624,972640256,237125632,169698312,0.3068999946117401,0.0,0.30000001192092896,0.6000000238418579,0.800000011920929,0.18644674122333527,0.067,0.0,,,,,,,,,1000,715.3555267357115,1397.9063034057617,497.09310594058684,500.0,15.998193074547538,16.0,16.375037462877692,16.0,32,17.435480167055243,16.0,71,,,,,,,,,,,
llama-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-27T02:27:14.718306+00:00,aeb1362,True,reference-machine,24,500,1000,none,0,,,,,,,,,,,,,,,,,,515281.15705400705,736518144,986624000,250105856,186093016,0.414000004529953,0.0,0.4000000059604645,0.800000011920929,0.8999999761581421,0.21378494799137115,0.039,0.003,,,,,,,,,1000,609.1121157037444,1641.7338848114014,498.1238400835774,500.0,23.995892020968977,24.0,24.6727243004659,24.0,48,25.70917519393121,24.0,96,,,,,,,,,,,
llama-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-27T02:49:23.411383+00:00,aeb1362,True,reference-machine,36,500,1000,none,0,,,,,,,,,,,,,,,,,,1323990.6642134301,738598912,1011609600,273010688,210736468,0.5011000037193298,0.0,0.5,0.800000011920929,1.0,0.21745987236499786,0.018,0.013,,,,,,,,,1000,502.2618707048436,1990.9932613372803,498.55388725338094,500.0,35.99246236860228,36.0,37.18661378400364,36.0,72,38.21696941861506,36.0,144,,,,,,,,,,,
llama-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-27T03:36:25.392716+00:00,aeb1362,True,reference-machine,48,500,1000,none,0,,,,,,,,,,,,,,,,,,2816380.1327869296,739213312,1035943936,296730624,235397692,0.5625,0.0,0.6000000238418579,0.8999999761581421,1.0,0.22105145454406738,0.013,0.034,,,,,,,,,1000,431.7392426335585,2316.2128925323486,498.79371018380226,500.0,47.98710641021733,48.0,49.76181005056029,48.0,96,50.79646272589629,48.0,189,,,,,,,,,,,
llama-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-27T05:21:40.997014+00:00,aeb1362,True,reference-machine,64,500,1000,none,0,,,,,,,,,,,,,,,,,,6308897.616012022,740720640,1060859904,320139264,268265496,0.6053000092506409,0.0,0.6000000238418579,1.0,1.0,0.22463728487491608,0.01,0.053,,,,,,,,,1000,373.080318886725,2680.3879737854004,498.8926803665563,500.0,63.97686802746107,64.0,66.61555108379619,64.0,128,67.63720365404151,64.0,251,,,,,,,,,,,
llama-128-ip,hnsw-hnswlib,False,False,10,1,1,2026-05-27T11:05:52.483795+00:00,aeb1362,True,reference-machine,96,500,1000,none,0,,,,,,,,,,,,,,,,,,20642259.295151103,739672064,1129705472,390033408,334011880,0.6872000098228455,0.0,0.699999988079071,1.0,1.0,0.2134857326745987,0.004,0.085,,,,,,,,,1000,297.0517379312533,3366.4169311523438,498.9674735366173,500.0,95.95687662747878,96.0,100.57151809311033,96.0,192,101.56797225606314,96.0,288,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,True,True,10,1,1,2026-05-27T11:07:36.240193+00:00,aeb1362,True,reference-machine,4,500,2000,none,0,,,,,,,,,,,,,,,,,,97050.37111695856,573829120,723701760,149872640,107191588,,,,,,,,,0.8882999420166016,0.0,0.8999999761581421,1.0,1.0,0.16417403519153595,0.003,0.489,1000,342.0450085231862,,,,,,,,,,,,2923.5918521881104,496.93634009495037,500.0,3.9399766620310426,4.0,6.044457339373839,6.0,8,7.302832684742045,7.0,35
yi-128-ip,hnsw-hnswlib,True,True,10,1,1,2026-05-27T11:09:40.294090+00:00,aeb1362,True,reference-machine,8,500,2000,none,0,,,,,,,,,,,,,,,,,,119025.49224998802,571113472,728170496,157057024,112921808,,,,,,,,,0.9695999622344971,0.5,1.0,1.0,1.0,0.06554266065359116,0.0,0.778,1000,259.73804647549747,,,,,,,,,,,,3850.0328063964844,497.61196706193584,500.0,7.444370441440854,8.0,11.378725850843523,11.0,16,12.398311355759864,12.0,50
yi-128-ip,hnsw-hnswlib,True,True,10,1,1,2026-05-27T11:12:06.206942+00:00,aeb1362,True,reference-machine,12,500,2000,none,0,,,,,,,,,,,,,,,,,,140090.0726900436,572137472,735211520,163074048,118848356,,,,,,,,,0.9795999526977539,0.6000000238418579,1.0,1.0,1.0,0.049838144332170486,0.0,0.833,1000,223.46347761115783,,,,,,,,,,,,4475.004196166992,497.9354444965237,500.0,9.916647136942426,12.0,15.595971103527946,15.0,24,16.48189711620875,16.0,60
yi-128-ip,hnsw-hnswlib,True,True,10,1,1,2026-05-27T11:14:48.065878+00:00,aeb1362,True,reference-machine,16,500,2000,none,0,,,,,,,,,,,,,,,,,,155488.16074198112,574205952,742301696,168095744,124822192,,,,,,,,,0.9820999503135681,0.699999988079071,1.0,1.0,1.0,0.0454927533864975,0.0,0.849,1000,204.55001551082907,,,,,,,,,,,,4888.779878616333,498.0330595431282,500.0,11.436479840219699,12.0,18.851365235861863,19.0,32,19.637042636669985,19.0,70
yi-128-ip,hnsw-hnswlib,True,True,10,1,1,2026-05-27T11:17:48.767573+00:00,aeb1362,True,reference-machine,24,500,2000,none,0,,,,,,,,,,,,,,,,,,173655.957757961,574214144,754229248,180015104,136804428,,,,,,,,,0.9851999282836914,0.699999988079071,1.0,1.0,1.0,0.04001200571656227,0.0,0.868,1000,185.98254409404555,,,,,,,,,,,,5376.8486976623535,498.1338904231262,500.0,12.791377189265898,12.0,23.05327321220381,22.0,48,23.69197681042147,22.0,95
yi-128-ip,hnsw-hnswlib,True,True,10,1,1,2026-05-27T11:21:01.318559+00:00,aeb1362,True,reference-machine,36,500,2000,none,0,,,,,,,,,,,,,,,,,,185021.5410287492,573177856,770945024,197767168,154826412,,,,,,,,,0.9856999516487122,0.699999988079071,1.0,1.0,1.0,0.038800906389951706,0.0,0.87,1000,174.16235081370567,,,,,,,,,,,,5741.769075393677,498.3967320701202,500.0,13.302048020040267,12.0,25.818263123991844,23.0,72,26.315167453671418,23.0,120
