dataset_name,algorithm,use_asymmetric_transformation,use_hnsw_pruning_rule_on_X,k,num_threads_build,num_threads_search,run_timestamp_utc,git_commit,git_dirty,hostname,hnsw_m,hnsw_ef_construction,hnsw_ef_search,hnsw_learn_insert_order,hnsw_num_learn_queries,roargraph_m_sq,roargraph_m_pjbp,roargraph_l_pjpq,roargraph_l_pq,roargraph_learn_neighbors_rows_hdf5,roargraph_learn_neighbors_cols_hdf5,roargraph_num_learn_queries,roargraph_learn_neighbors_k,roargraph_learn_query_source,roargraph_learn_query_sample_seed,roargraph_database_rows,roargraph_learn_neighbors_rows_actual,roargraph_learn_neighbors_dropped_rows,nsg_r,nsg_l,nsg_c,nsg_search_l,build_time_ms,rss_before_build_bytes,rss_after_build_bytes,rss_build_delta_bytes,index_size_bytes,recall_X_avg_at_k,recall_X_min,recall_X_p50,recall_X_p95,recall_X_p99,recall_X_std,recall_X_frac_at_0,recall_X_frac_at_1,recall_X_asymmetric_avg_at_k,recall_X_asymmetric_min,recall_X_asymmetric_p50,recall_X_asymmetric_p95,recall_X_asymmetric_p99,recall_X_asymmetric_std,recall_X_asymmetric_frac_at_0,recall_X_asymmetric_frac_at_1,num_queries,queries_per_sec,search_time_X_ms,top_candidates_avg_X,top_candidates_median_X,selected_neighbors_avg_X,selected_neighbors_median_X,degree_lowest_layer_avg_X,degree_lowest_layer_median_X,degree_lowest_layer_max_X,degree_avg_X,degree_median_X,degree_max_X,search_time_X_asymmetric_ms,top_candidates_avg_X_asymmetric,top_candidates_median_X_asymmetric,selected_neighbors_avg_X_asymmetric,selected_neighbors_median_X_asymmetric,degree_lowest_layer_avg_X_asymmetric,degree_lowest_layer_median_X_asymmetric,degree_lowest_layer_max_X_asymmetric,degree_avg_X_asymmetric,degree_median_X_asymmetric,degree_max_X_asymmetric
yi-128-ip,hnsw-hnswlib,False,True,10,1,1,2026-06-01T18:09:50.880764+00:00,49eec5d,True,reference-machine,96,500,10,none,0,,,,,,,,,,,,,,,,,,328486.5895030089,541704192,830730240,289026048,244207820,0.12330000102519989,0.0,0.0,0.5,0.800000011920929,0.19101598858833313,0.565,0.002,,,,,,,,,1000,20825.016012353095,48.0191707611084,498.64662525618127,500.0,1.61832809116629,1.0,2.391992248846111,1.0,192,2.4776382404454784,1.0,279,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,True,10,1,1,2026-06-01T18:09:51.006221+00:00,49eec5d,True,reference-machine,96,500,20,none,0,,,,,,,,,,,,,,,,,,328486.5895030089,541704192,830730240,289026048,244207820,0.1656000018119812,0.0,0.10000000149011612,0.6000000238418579,0.8999999761581421,0.21329942345619202,0.435,0.002,,,,,,,,,1000,10227.465362275727,97.77593612670898,498.64662525618127,500.0,1.61832809116629,1.0,2.391992248846111,1.0,192,2.4776382404454784,1.0,279,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,True,10,1,1,2026-06-01T18:09:51.166500+00:00,49eec5d,True,reference-machine,96,500,30,none,0,,,,,,,,,,,,,,,,,,328486.5895030089,541704192,830730240,289026048,244207820,0.19300000369548798,0.0,0.10000000149011612,0.699999988079071,0.8999999761581421,0.22536858916282654,0.368,0.005,,,,,,,,,1000,7445.369081768866,134.31167602539062,498.64662525618127,500.0,1.61832809116629,1.0,2.391992248846111,1.0,192,2.4776382404454784,1.0,279,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,True,10,1,1,2026-06-01T18:09:51.358503+00:00,49eec5d,True,reference-machine,96,500,40,none,0,,,,,,,,,,,,,,,,,,328486.5895030089,541704192,830730240,289026048,244207820,0.21570001542568207,0.0,0.10000000149011612,0.699999988079071,0.8999999761581421,0.2326875776052475,0.321,0.006,,,,,,,,,1000,6015.7971357472225,166.2290096282959,498.64662525618127,500.0,1.61832809116629,1.0,2.391992248846111,1.0,192,2.4776382404454784,1.0,279,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,True,10,1,1,2026-06-01T18:09:51.578946+00:00,49eec5d,True,reference-machine,96,500,50,none,0,,,,,,,,,,,,,,,,,,328486.5895030089,541704192,830730240,289026048,244207820,0.2328999936580658,0.0,0.20000000298023224,0.699999988079071,0.8999999761581421,0.24184207618236542,0.299,0.009,,,,,,,,,1000,5141.767149014628,194.48566436767578,498.64662525618127,500.0,1.61832809116629,1.0,2.391992248846111,1.0,192,2.4776382404454784,1.0,279,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,True,10,1,1,2026-06-01T18:09:51.823369+00:00,49eec5d,True,reference-machine,96,500,60,none,0,,,,,,,,,,,,,,,,,,328486.5895030089,541704192,830730240,289026048,244207820,0.24960000813007355,0.0,0.20000000298023224,0.800000011920929,0.9009999763965597,0.246210977435112,0.262,0.01,,,,,,,,,1000,4582.902010146338,218.2023525238037,498.64662525618127,500.0,1.61832809116629,1.0,2.391992248846111,1.0,192,2.4776382404454784,1.0,279,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,True,10,1,1,2026-06-01T18:09:52.117627+00:00,49eec5d,True,reference-machine,96,500,80,none,0,,,,,,,,,,,,,,,,,,328486.5895030089,541704192,830730240,289026048,244207820,0.2743999660015106,0.0,0.20000000298023224,0.800000011920929,1.0,0.2523977756500244,0.231,0.012,,,,,,,,,1000,3723.3421720052306,268.57590675354004,498.64662525618127,500.0,1.61832809116629,1.0,2.391992248846111,1.0,192,2.4776382404454784,1.0,279,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,True,10,1,1,2026-06-01T18:09:52.458804+00:00,49eec5d,True,reference-machine,96,500,100,none,0,,,,,,,,,,,,,,,,,,328486.5895030089,541704192,830730240,289026048,244207820,0.2914000153541565,0.0,0.20000000298023224,0.800000011920929,1.0,0.2537440359592438,0.197,0.012,,,,,,,,,1000,3169.385082602818,315.5186176300049,498.64662525618127,500.0,1.61832809116629,1.0,2.391992248846111,1.0,192,2.4776382404454784,1.0,279,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,True,10,1,1,2026-06-01T18:09:52.907668+00:00,49eec5d,True,reference-machine,96,500,150,none,0,,,,,,,,,,,,,,,,,,328486.5895030089,541704192,830730240,289026048,244207820,0.3269999921321869,0.0,0.30000001192092896,0.800000011920929,1.0,0.25851693749427795,0.154,0.016,,,,,,,,,1000,2365.4242228052326,422.7571487426758,498.64662525618127,500.0,1.61832809116629,1.0,2.391992248846111,1.0,192,2.4776382404454784,1.0,279,,,,,,,,,,,
yi-128-ip,hnsw-hnswlib,False,True,10,1,1,2026-06-01T18:09:53.451937+00:00,49eec5d,True,reference-machine,96,500,200,none,0,,,,,,,,,,,,,,,,,,328486.5895030089,541704192,830730240,289026048,244207820,0.3463999927043915,0.0,0.30000001192092896,0.8999999761581421,1.0,0.26227280497550964,0.136,0.017,,,,,,,,,1000,1929.0116302600159,518.4001922607422,498.64662525618127,500.0,1.61832809116629,1.0,2.391992248846111,1.0,192,2.4776382404454784,1.0,279,,,,,,,,,,,
