dataset_name,algorithm,use_asymmetric_transformation,use_hnsw_pruning_rule_on_X,k,num_threads_build,num_threads_search,run_timestamp_utc,git_commit,hostname,hnsw_m,hnsw_ef_construction,hnsw_ef_search,hnsw_learn_insert_order,hnsw_num_learn_queries,roargraph_m_sq,roargraph_m_pjbp,roargraph_l_pjpq,roargraph_l_pq,roargraph_learn_neighbors_rows_hdf5,roargraph_learn_neighbors_cols_hdf5,roargraph_num_learn_queries,roargraph_learn_neighbors_k,roargraph_learn_query_source,roargraph_learn_query_sample_seed,roargraph_database_rows,roargraph_learn_neighbors_rows_actual,roargraph_learn_neighbors_dropped_rows,nsg_r,nsg_l,nsg_c,nsg_search_l,build_time_ms,rss_before_build_bytes,rss_after_build_bytes,rss_build_delta_bytes,index_size_bytes,recall_X_avg_at_k,recall_X_min,recall_X_p50,recall_X_p95,recall_X_p99,recall_X_std,recall_X_frac_at_0,recall_X_frac_at_1,recall_X_asymmetric_avg_at_k,recall_X_asymmetric_min,recall_X_asymmetric_p50,recall_X_asymmetric_p95,recall_X_asymmetric_p99,recall_X_asymmetric_std,recall_X_asymmetric_frac_at_0,recall_X_asymmetric_frac_at_1,num_queries,queries_per_sec,search_time_X_ms,top_candidates_avg_X,top_candidates_median_X,selected_neighbors_avg_X,selected_neighbors_median_X,degree_lowest_layer_avg_X,degree_lowest_layer_median_X,degree_lowest_layer_max_X,degree_avg_X,degree_median_X,degree_max_X,search_time_X_asymmetric_ms,top_candidates_avg_X_asymmetric,top_candidates_median_X_asymmetric,selected_neighbors_avg_X_asymmetric,selected_neighbors_median_X_asymmetric,degree_lowest_layer_avg_X_asymmetric,degree_lowest_layer_median_X_asymmetric,degree_lowest_layer_max_X_asymmetric,degree_avg_X_asymmetric,degree_median_X_asymmetric,degree_max_X_asymmetric
llama-128-ip,roargraph,False,False,10,8,1,2026-05-21T08:37:38.723612+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,10,100,database_objects,1,256921,10,0,,,,,24164.11570785567,2224123904,2364432384,140308480,2205680,0.1508999913930893,0.0,0.10000000149011612,0.4000000059604645,0.699999988079071,0.15257519483566284,0.275,0.0,,,,,,,,,1000,1273.742460288779,785.088062286377,,,,,,,,,,,,,,,,,,,,,
llama-128-ip,roargraph,False,False,10,8,1,2026-05-21T08:38:05.500469+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,100,100,database_objects,1,256921,100,0,,,,,25461.519320029765,2364895232,2505203712,140308480,2224104,0.1608000248670578,0.0,0.10000000149011612,0.4000000059604645,0.6010000234842291,0.145407572388649,0.255,0.0,,,,,,,,,1000,1212.4750418510614,824.7592449188232,,,,,,,,,,,,,,,,,,,,,
llama-128-ip,roargraph,False,False,10,8,1,2026-05-21T08:38:32.771307+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,1000,100,database_objects,1,256921,1000,0,,,,,23856.92784190178,2505752576,2646671360,140918784,2273676,0.18460001051425934,0.0,0.20000000298023224,0.5,0.699999988079071,0.15304523706436157,0.185,0.0,,,,,,,,,1000,1111.9068801740748,899.3558883666992,,,,,,,,,,,,,,,,,,,,,
llama-128-ip,roargraph,False,False,10,8,1,2026-05-21T08:39:22.714212+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,10000,100,database_objects,1,256921,10000,0,,,,,25275.08190786466,2648137728,2793582592,145444864,2363624,0.22670000791549683,0.0,0.20000000298023224,0.5,0.800000011920929,0.16684457659721375,0.134,0.0,,,,,,,,,1000,1028.288132223268,972.4900722503662,,,,,,,,,,,,,,,,,,,,,
llama-128-ip,roargraph,False,False,10,8,1,2026-05-21T08:43:50.809303+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,100000,100,database_objects,1,256921,100000,0,,,,,31174.531697295606,2794766336,2985357312,190590976,2564712,0.2722000181674957,0.0,0.30000001192092896,0.6000000238418579,0.800000011920929,0.17862576246261597,0.085,0.0,,,,,,,,,1000,935.4121737501422,1069.047451019287,,,,,,,,,,,,,,,,,,,,,
llama-128-ip,roargraph,False,False,10,8,1,2026-05-21T08:54:30.388063+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,256921,100,database_objects,1,256921,256921,0,,,,,27764.643440954387,3087118336,3243106304,155987968,2693736,0.318200021982193,0.0,0.30000001192092896,0.6000000238418579,0.800000011920929,0.18299934267997742,0.049,0.001,,,,,,,,,1000,883.8745882557723,1131.3822269439697,,,,,,,,,,,,,,,,,,,,,
yi-128-ip,roargraph,True,False,10,8,1,2026-05-21T08:54:44.560237+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,0,100,database_objects,1,187843,0,0,,,,,10593.641194980592,2970767360,3067645952,96878592,2254036,,,,,,,,,0.05480000376701355,0.0,0.0,0.30000001192092896,0.4000000059604645,0.10048362612724304,0.672,0.0,1000,1479.6915239647496,,,,,,,,,,,,675.816535949707,,,,,,,,,,
yi-128-ip,roargraph,True,False,10,8,1,2026-05-21T08:54:56.099484+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,1,100,database_objects,1,187843,1,0,,,,,10701.058077160269,3067760640,3164688384,96927744,2254420,,,,,,,,,0.04349999874830246,0.0,0.0,0.20000000298023224,0.4000000059604645,0.0820837989449501,0.705,0.0,1000,1416.0765368668083,,,,,,,,,,,,706.1765193939209,,,,,,,,,,
yi-128-ip,roargraph,True,False,10,8,1,2026-05-21T08:55:07.788991+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,10,100,database_objects,1,187843,10,0,,,,,10659.779614303261,3164688384,3261575168,96886784,2257876,,,,,,,,,0.06760000437498093,0.0,0.0,0.30000001192092896,0.6000000238418579,0.12549996376037598,0.654,0.0,1000,1257.2273342297747,,,,,,,,,,,,795.4010963439941,,,,,,,,,,
yi-128-ip,roargraph,True,False,10,8,1,2026-05-21T08:55:19.713261+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,100,100,database_objects,1,187843,100,0,,,,,10689.015730284154,3261616128,3358502912,96886784,2292408,,,,,,,,,0.1284000128507614,0.0,0.10000000149011612,0.5,0.800000011920929,0.1692732721567154,0.43,0.001,1000,1115.4764193834155,,,,,,,,,,,,896.4779376983643,,,,,,,,,,
yi-128-ip,roargraph,True,False,10,8,1,2026-05-21T08:55:33.583425+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,1000,100,database_objects,1,187843,1000,0,,,,,10743.905312847346,3358543872,3455430656,96886784,2634336,,,,,,,,,0.23840001225471497,0.0,0.20000000298023224,0.699999988079071,0.8999999761581421,0.24030281603336334,0.304,0.001,1000,850.8093970097252,,,,,,,,,,,,1175.3513813018799,,,,,,,,,,
yi-128-ip,roargraph,True,False,10,8,1,2026-05-21T08:56:11.240289+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,10000,100,database_objects,1,187843,10000,0,,,,,17561.840896029025,3454623744,3551510528,96886784,5547940,,,,,,,,,0.3933999836444855,0.0,0.4000000059604645,0.8999999761581421,1.0,0.2786690592765808,0.144,0.014,1000,579.3565657723711,,,,,,,,,,,,1726.0527610778809,,,,,,,,,,
yi-128-ip,roargraph,True,False,10,8,1,2026-05-21T08:59:49.347115+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,100000,100,database_objects,1,187843,100000,0,,,,,29359.206525143236,3592122368,3688939520,96817152,22633464,,,,,,,,,0.6123999953269958,0.0,0.699999988079071,0.8999999761581421,1.0,0.24047085642814636,0.04,0.03,1000,382.2281703979815,,,,,,,,,,,,2616.2383556365967,,,,,,,,,,
yi-128-ip,roargraph,True,False,10,8,1,2026-05-21T09:06:11.714564+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,187843,100,database_objects,1,187843,187843,0,,,,,35618.23325464502,3724365824,3821252608,96886784,28671780,,,,,,,,,0.6406999826431274,0.0,0.699999988079071,0.8999999761581421,1.0,0.231632262468338,0.029,0.035,1000,352.0456575327484,,,,,,,,,,,,2840.540647506714,,,,,,,,,,
llama-128-ip,roargraph,True,False,10,8,1,2026-05-21T09:06:36.096069+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,0,100,database_objects,1,256921,0,0,,,,,19894.615380093455,3915755520,4089249792,173494272,3073876,,,,,,,,,0.11810000240802765,0.0,0.10000000149011612,0.4000000059604645,0.5,0.1295468658208847,0.384,0.0,1000,1680.7577207467568,,,,,,,,,,,,594.9697494506836,,,,,,,,,,
llama-128-ip,roargraph,True,False,10,8,1,2026-05-21T09:06:55.029768+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,1,100,database_objects,1,256921,1,0,,,,,18150.59766313061,4089798656,4231188480,141389824,3080320,,,,,,,,,0.15460000932216644,0.0,0.10000000149011612,0.5,0.699999988079071,0.1718686819076538,0.33,0.0,1000,1651.6363166690555,,,,,,,,,,,,605.4601669311523,,,,,,,,,,
llama-128-ip,roargraph,True,False,10,8,1,2026-05-21T09:07:15.898350+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,10,100,database_objects,1,256921,10,0,,,,,19898.972983006388,4231614464,4373004288,141389824,3083220,,,,,,,,,0.19039998948574066,0.0,0.10000000149011612,0.5050000011920883,0.699999988079071,0.18228504061698914,0.276,0.0,1000,1540.8746713847177,,,,,,,,,,,,648.982048034668,,,,,,,,,,
llama-128-ip,roargraph,True,False,10,8,1,2026-05-21T09:07:34.707817+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,100,100,database_objects,1,256921,100,0,,,,,17530.139524955302,4373446656,4514836480,141389824,3116952,,,,,,,,,0.15569999814033508,0.0,0.10000000149011612,0.5,0.6010000234842291,0.15507258474826813,0.286,0.0,1000,1190.4766500133117,,,,,,,,,,,,839.9996757507324,,,,,,,,,,
llama-128-ip,roargraph,True,False,10,8,1,2026-05-21T09:08:02.324529+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,1000,100,database_objects,1,256921,1000,0,,,,,24055.80314202234,4515332096,4657192960,141860864,3240340,,,,,,,,,0.2722000181674957,0.0,0.20000000298023224,0.6000000238418579,0.800000011920929,0.18140330910682678,0.088,0.001,1000,976.7190254755222,,,,,,,,,,,,1023.8358974456787,,,,,,,,,,
llama-128-ip,roargraph,True,False,10,8,1,2026-05-21T09:08:55.415679+00:00,15d37f9,reference-machine,,,,,,100,48,500,1000,,,10000,100,database_objects,1,256921,10000,0,,,,,27445.2857025899,4658008064,4804263936,146255872,6436128,,,,,,,,,0.5051000118255615,0.0,0.5,0.800000011920929,0.8999999761581421,0.20416657626628876,0.012,0.005,1000,611.4696630104578,,,,,,,,,,,,1635.404109954834,,,,,,,,,,
