dataset_name,algorithm,use_asymmetric_transformation,use_hnsw_pruning_rule_on_X,k,hnsw_m,hnsw_ef_construction,hnsw_ef_search,hnsw_learn_insert_order,hnsw_num_learn_queries,roargraph_m_sq,roargraph_m_pjbp,roargraph_l_pjpq,roargraph_l_pq,roargraph_learn_neighbors_rows_hdf5,roargraph_learn_neighbors_cols_hdf5,roargraph_num_learn_queries,roargraph_learn_neighbors_k,nsg_r,nsg_l,nsg_c,nsg_search_l,recall_X_avg_at_k,recall_X_asymmetric_avg_at_k,search_time_X_ms,search_time_X_asymmetric_ms,top_candidates_avg_X,top_candidates_median_X,selected_neighbors_avg_X,selected_neighbors_median_X,degree_lowest_layer_avg_X,degree_lowest_layer_median_X,degree_lowest_layer_max_X,degree_avg_X,degree_median_X,degree_max_X,top_candidates_avg_X_asymmetric,top_candidates_median_X_asymmetric,selected_neighbors_avg_X_asymmetric,selected_neighbors_median_X_asymmetric,degree_lowest_layer_avg_X_asymmetric,degree_lowest_layer_median_X_asymmetric,degree_lowest_layer_max_X_asymmetric,degree_avg_X_asymmetric,degree_median_X_asymmetric,degree_max_X_asymmetric
yi-128-ip,nsg-faiss,True,False,10,,,,after,1,,,,,,,,,48,500,500,1000,,0.9233999848365784,,2475.048542022705,,,,,,,,,,,,,,,,,,,,
yi-128-ip,nsg-faiss,True,False,10,,,,after,10,,,,,,,,,48,500,500,1000,,0.8855000138282776,,2434.5545768737793,,,,,,,,,,,,,,,,,,,,
yi-128-ip,nsg-faiss,True,False,10,,,,after,100,,,,,,,,,48,500,500,1000,,0.0,,3779.5863151550293,,,,,,,,,,,,,,,,,,,,
yi-128-ip,nsg-faiss,True,False,10,,,,after,1000,,,,,,,,,48,500,500,1000,,0.0,,2405.9970378875732,,,,,,,,,,,,,,,,,,,,
